Market,Selection,BidType,Odds,Stake,ProfitLoss,Date 
29 January   / Paris St-G v Monaco / Match Odds,The Draw,Lay,1.11,5,-0.55,1/29/2017
29 January   / Paris St-G v Monaco / Match Odds,The Draw,Lay,1.06,4,-0.24,1/29/2017
29 January   / Real Madrid v Sociedad / Match Odds,Sociedad,Back,8.8,2,-2,1/29/2017
29 January   / Real Madrid v Sociedad / Match Odds,Sociedad,Lay,34,0.48,0.48,1/29/2017
29 January   / Real Madrid v Sociedad / Match Odds,Sociedad,Back,32,2,-2,1/29/2017
29 January   / Real Madrid v Sociedad / Match Odds,Real Madrid,Lay,1.04,2,-0.08,1/29/2017
29 January   / Real Madrid v Sociedad / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.81,5,4.05,1/29/2017
29 January   / Real Madrid v Sociedad / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.92,2,1.84,1/29/2017
29 January   / Real Madrid v Sociedad / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,1.28,3,-0.84,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Roma,Back,2.06,4,-4,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Roma,Back,2.04,2,-2,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Roma,Back,2.28,2,-2,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Roma,Lay,1.27,7,7,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Roma,Lay,1.26,6.29,6.29,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Roma,Back,2.98,2,-2,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,Sampdoria,Lay,1.48,2,-0.96,1/29/2017
29 January   / Sampdoria v Roma / Match Odds,The Draw,Back,4.4,2,-2,1/29/2017
29 January   / Sassuolo v Juventus / Match Odds,Juventus,Back,1.52,10,5.2,1/29/2017
29 January   / Sassuolo v Juventus / Match Odds,Juventus,Lay,1.04,5,-0.2,1/29/2017
29 January   / Sassuolo v Juventus / Match Odds,Juventus,Lay,1.04,5,-0.2,1/29/2017
29 January   / Sassuolo v Juventus / Match Odds,Juventus,Lay,1.02,5,-0.1,1/29/2017
29 January   / Torino v Atalanta / Half Time,Torino,Lay,1.13,3,-0.39,1/29/2017
29 January   / Torino v Atalanta / Half Time,Torino,Lay,1.11,2,-0.22,1/29/2017
29 January   / Torino v Atalanta / Half Time,Torino,Lay,1.04,2,-0.08,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.91,3,-3,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.91,4,-4,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.34,2,-2,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,1.75,3,3,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Under 2.5 Goals,Back,1.94,2.19,2.06,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Under 2.5 Goals,Lay,1.26,2,-0.52,1/29/2017
29 January   / Torino v Atalanta / Over/Under 2.5 Goals,Under 2.5 Goals,Lay,1.19,3,-0.57,1/29/2017
29 January   / Udinese v AC Milan / Match Odds,Udinese,Lay,1.3,3,-0.9,1/29/2017
29 January   / Udinese v AC Milan / Match Odds,Udinese,Lay,1.32,3,-0.96,1/29/2017
30 January   / Las Palmas v Valencia / Half Time,Valencia,Lay,1.17,7,7,1/30/2017
30 January   / Las Palmas v Valencia / Half Time,Valencia,Back,11,0.89,-0.89,1/30/2017
30 January   / Setubal v Benfica / Match Odds,Setubal,Lay,2.5,2,-3,1/30/2017
30 January   / Setubal v Benfica / Match Odds,Setubal,Back,1.67,3.01,2.02,1/30/2017
30 January   / Setubal v Benfica / Match Odds,Setubal,Lay,1.44,3,-1.32,1/30/2017
30 January   / Setubal v Benfica / Match Odds,Setubal,Lay,1.14,2,-0.28,1/30/2017
03 February  / Metz v Marseille / Match Odds,Marseille,Back,2.8,2,-2,2/3/2017
03 February  / Metz v Marseille / Match Odds,Metz,Lay,1.31,2,-0.62,2/3/2017
03 February  / Metz v Marseille / Over/Under 1.5 Goals,Over 1.5 Goals,Back,2.18,3,-3,2/3/2017
04 February  / Bayern Munich v Schalke / Half Time,Bayern Munich,Back,3.25,3,-3,2/4/2017
04 February  / Bayern Munich v Schalke / Match Odds,Bayern Munich,Back,1.54,8,-8,2/4/2017
04 February  / Bayern Munich v Schalke / Match Odds,Bayern Munich,Back,2.04,2,-2,2/4/2017
04 February  / Bayern Munich v Schalke / Match Odds,Bayern Munich,Back,2,2,-2,2/4/2017
04 February  / Bayern Munich v Schalke / Match Odds,Bayern Munich,Back,3.8,2,-2,2/4/2017
04 February  / Bayern Munich v Schalke / Match Odds,The Draw,Lay,1.1,9,-0.9,2/4/2017
04 February  / Chelsea v Arsenal / Half Time,Chelsea,Lay,1.14,2,-0.28,2/4/2017
04 February  / Chelsea v Arsenal / Half Time,Chelsea,Lay,1.04,2,-0.08,2/4/2017
04 February  / Chelsea v Arsenal / Match Odds,Chelsea,Lay,1.41,10,-4.1,2/4/2017
04 February  / Chelsea v Arsenal / Match Odds,Chelsea,Lay,1.09,11,-0.99,2/4/2017
04 February  / Dijon v Paris St-G / Match Odds,Paris St-G,Back,1.6,10,6,2/4/2017
04 February  / Dijon v Paris St-G / Match Odds,Paris St-G,Back,1.8,5,4,2/4/2017
04 February  / Dijon v Paris St-G / Match Odds,Paris St-G,Back,2.56,2,3.12,2/4/2017
04 February  / Dijon v Paris St-G / Match Odds,Paris St-G,Back,2.66,3,4.98,2/4/2017
04 February  / Dijon v Paris St-G / Match Odds,Paris St-G,Lay,1.08,20,-1.6,2/4/2017
04 February  / Dijon v Paris St-G / Match Odds,Paris St-G,Lay,1.09,5,-0.45,2/4/2017
04 February  / Dortmund v RB Leipzig / Match Odds,Dortmund,Lay,1.24,5,-1.2,2/4/2017
04 February  / Dortmund v RB Leipzig / Match Odds,Dortmund,Lay,1.22,4,-0.88,2/4/2017
04 February  / Guingamp v Caen / Match Odds,Guingamp,Back,2.82,3,-3,2/4/2017
04 February  / Guingamp v Caen / Match Odds,The Draw,Lay,1.43,2,2,2/4/2017
04 February  / Hoffenheim v Mainz / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.9,5,4.5,2/4/2017
04 February  / Hull v Liverpool / Half Time,Liverpool,Back,2.9,3,-3,2/4/2017
04 February  / Hull v Liverpool / Match Odds,Liverpool,Back,3.45,3,-3,2/4/2017
04 February  / Hull v Liverpool / Match Odds,Liverpool,Back,4.6,2,-2,2/4/2017
04 February  / Hull v Liverpool / Match Odds,Liverpool,Back,5.2,2,-2,2/4/2017
04 February  / Hull v Liverpool / Match Odds,Hull,Lay,1.7,7,-4.9,2/4/2017
04 February  / Hull v Liverpool / Match Odds,Hull,Lay,1.44,5,-2.2,2/4/2017
04 February  / Hull v Liverpool / Over/Under 2.5 Goals,Over 2.5 Goals,Back,1.79,7,-7,2/4/2017
04 February  / Hull v Liverpool / Over/Under 2.5 Goals,Under 2.5 Goals,Back,1.3,9.71,2.91,2/4/2017
04 February  / Hull v Liverpool / Over/Under 2.5 Goals,Over 2.5 Goals,Back,3.4,4,-4,2/4/2017
04 February  / Hull v Liverpool / Over/Under 2.5 Goals,Over 2.5 Goals,Back,5.1,2,-2,2/4/2017
04 February  / Hull v Liverpool / Over/Under 2.5 Goals,Over 2.5 Goals,Back,7.2,2,-2,2/4/2017
04 February  / Hull v Liverpool / Over/Under 2.5 Goals,Under 2.5 Goals,Lay,1.1,4,-0.4,2/4/2017
04 February  / Lille v Lorient / Match Odds,Lorient,Lay,1.91,5,-4.55,2/4/2017
04 February  / Lille v Lorient / Match Odds,Lorient,Lay,1.65,3,-1.95,2/4/2017
04 February  / Lille v Lorient / Match Odds,Lorient,Lay,1.46,2,-0.92,2/4/2017
04 February  / Malaga v Espanyol / Both teams to Score?,Yes,Back,1.98,5,-5,2/4/2017
04 February  / Malaga v Espanyol / Both teams to Score?,Yes,Lay,1.43,2,2,2/4/2017
04 February  / Malaga v Espanyol / Half Time,Espanyol,Lay,1.2,3,-0.6,2/4/2017
04 February  / Malaga v Espanyol / Match Odds,Espanyol,Lay,1.29,4,-1.16,2/4/2017
04 February  / Mgladbach v Freiburg / Match Odds,Freiburg,Back,6,2,-2,2/4/2017
04 February  / Monaco v Nice / Half Time,The Draw,Lay,1.24,4,-0.96,2/4/2017
04 February  / Monaco v Nice / Match Odds,Monaco,Back,1.7,10,7,2/4/2017
04 February  / Monaco v Nice / Match Odds,Monaco,Lay,1.24,4,-0.96,2/4/2017
04 February  / Porto v Sporting Lisbon / Match Odds,Porto,Lay,1.29,7,-2.03,2/4/2017
04 February  / Porto v Sporting Lisbon / Match Odds,Porto,Lay,1.31,3,-0.93,2/4/2017
04 February  / Porto v Sporting Lisbon / Match Odds,Porto,Lay,1.08,13,-1.04,2/4/2017
04 February  / Porto v Sporting Lisbon / Match Odds,Porto,Lay,1.15,2,-0.3,2/4/2017
04 February  / Porto v Sporting Lisbon / Match Odds,Porto,Lay,1.1,7,-0.7,2/4/2017
04 February  / Southampton v West Ham / Match Odds,West Ham,Lay,1.9,6,-5.4,2/4/2017
04 February  / Southampton v West Ham / Match Odds,West Ham,Lay,1.22,5,-1.1,2/4/2017
04 February  / Southampton v West Ham / Match Odds,West Ham,Lay,1.17,3,-0.51,2/4/2017
04 February  / Southampton v West Ham / Next Goal,Southampton,Back,3.2,2,-2,2/4/2017
04 February  / West Brom v Stoke / Match Odds,West Brom,Back,2.5,4,6,2/4/2017
04 February  / West Brom v Stoke / Match Odds,West Brom,Lay,1.54,2,-1.08,2/4/2017
04 February  / West Brom v Stoke / Match Odds,West Brom,Lay,1.36,2,-0.72,2/4/2017
05 February  / AC Milan v Sampdoria / Half Time/Full Time,AC Milan/AC Milan,Back,2.92,4,-4,2/5/2017
05 February  / AC Milan v Sampdoria / Half Time/Full Time,AC Milan/AC Milan,Lay,2.98,3.91,3.91,2/5/2017
05 February  / AC Milan v Sampdoria / Half Time/Full Time,AC Milan/AC Milan,Back,2.9,2,-2,2/5/2017
05 February  / AC Milan v Sampdoria / Match Odds,AC Milan,Back,2,7,-7,2/5/2017
05 February  / Chievo v Udinese / Match Odds,Udinese,Back,5.1,2,-2,2/5/2017
05 February  / Eintracht Frankfurt v SV Darmstadt / Match Odds,Eintracht Frankfurt,Back,1.94,2,1.88,2/5/2017
05 February  / Eintracht Frankfurt v SV Darmstadt / Match Odds,Eintracht Frankfurt,Back,1.94,4,3.76,2/5/2017
05 February  / Eintracht Frankfurt v SV Darmstadt / Match Odds,Eintracht Frankfurt,Lay,1.14,6,-0.84,2/5/2017
05 February  / Eintracht Frankfurt v SV Darmstadt / Match Odds,Eintracht Frankfurt,Lay,1.15,2.15,-0.32,2/5/2017
05 February  / Eintracht Frankfurt v SV Darmstadt / Match Odds,Eintracht Frankfurt,Lay,1.15,2,-0.3,2/5/2017
05 February  / Genoa v Sassuolo / Half Time,Sassuolo,Lay,1.15,7,-1.05,2/5/2017
05 February  / Genoa v Sassuolo / Match Odds,Sassuolo,Lay,1.63,3,-1.89,2/5/2017
05 February  / Genoa v Sassuolo / Match Odds,Sassuolo,Lay,1.58,2,-1.16,2/5/2017
05 February  / Genoa v Sassuolo / Match Odds,Sassuolo,Lay,1.32,3,-0.96,2/5/2017
05 February  / Genoa v Sassuolo / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.1,7,-7,2/5/2017
05 February  / Genoa v Sassuolo / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.86,2,-2,2/5/2017
05 February  / Genoa v Sassuolo / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,2.18,4,4,2/5/2017
05 February  / Genoa v Sassuolo / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.16,2,-2,2/5/2017
05 February  / Genoa v Sassuolo / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,2.8,5.68,5.68,2/5/2017
05 February  / Juventus v Inter / Half Time,The Draw,Lay,1.13,3,3,2/5/2017
05 February  / Juventus v Inter / Half Time,Juventus,Lay,1.02,3.29,-0.07,2/5/2017
05 February  / Juventus v Inter / Match Odds,Juventus,Lay,1.33,3,-0.99,2/5/2017
05 February  / Juventus v Inter / Match Odds,Juventus,Lay,1.27,4,-1.08,2/5/2017
05 February  / Leicester v Man Utd / Match Odds,Man Utd,Back,1.81,4,3.24,2/5/2017
05 February  / Leicester v Man Utd / Match Odds,Man Utd,Back,2.02,2,2.04,2/5/2017
05 February  / Leicester v Man Utd / Match Odds,Man Utd,Lay,1.06,8,-0.48,2/5/2017
05 February  / Leicester v Man Utd / Match Odds,Man Utd,Lay,1.07,5,-0.35,2/5/2017
05 February  / Man City v Swansea / Match Odds,Man City,Lay,1.09,11,-0.99,2/5/2017
05 February  / Man City v Swansea / Match Odds,Man City,Lay,1.11,10,-1.1,2/5/2017
05 February  / Man City v Swansea / Match Odds,Man City,Back,2.88,2,3.76,2/5/2017
05 February  / Man City v Swansea / Match Odds,Man City,Back,2.7,5,8.5,2/5/2017
05 February  / Man City v Swansea / Match Odds,Man City,Back,4.7,2,7.4,2/5/2017
05 February  / Man City v Swansea / Match Odds,Man City,Lay,1.03,5.35,-0.16,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Back,1.65,12,7.8,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Lay,1.06,10,-0.6,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Back,1.9,3,2.7,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Back,1.85,2,1.7,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Lay,1.22,7,-1.54,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Lay,1.23,5,-1.15,2/5/2017
05 February  / Pescara v Lazio / Match Odds,Lazio,Lay,1.24,3.12,-0.75,2/5/2017
05 February  / Sevilla v Villarreal / Half Time,The Draw,Lay,1.34,3,-1.02,2/5/2017
05 February  / Sevilla v Villarreal / Half Time,The Draw,Lay,1.15,2,-0.3,2/5/2017
05 February  / Sevilla v Villarreal / Match Odds,Sevilla,Back,1.7,10,-10,2/5/2017
05 February  / Sevilla v Villarreal / Match Odds,Sevilla,Back,2.96,2,-2,2/5/2017
05 February  / Sociedad v Osasuna / Half Time,Osasuna,Lay,1.1,5,-0.49,2/5/2017
07 February  / Barcelona v Atletico Madrid / Match Odds,Barcelona,Lay,1.34,6,6,2/7/2017
07 February  / Barcelona v Atletico Madrid / Match Odds,Barcelona,Back,4.3,2.06,-2.06,2/7/2017
07 February  / Caen v Bordeaux / Match Odds,Bordeaux,Lay,1.11,3,-0.33,2/7/2017
07 February  / Montpellier v Monaco / Match Odds,Monaco,Back,1.84,8,6.72,2/7/2017
07 February  / Montpellier v Monaco / Match Odds,Monaco,Lay,1.34,2,-0.68,2/7/2017
07 February  / Montpellier v Monaco / Match Odds,Monaco,Lay,1.33,3,-0.99,2/7/2017
07 February  / Montpellier v Monaco / Match Odds,Monaco,Lay,1.1,3,-0.3,2/7/2017
07 February  / Montpellier v Monaco / Match Odds,Monaco,Lay,1.12,4.2,-0.5,2/7/2017
07 February  / Paris St-G v Lille / Half Time,The Draw,Lay,1.18,3,-0.54,2/7/2017
07 February  / Paris St-G v Lille / Match Odds,Paris St-G,Lay,1.07,5,-0.35,2/7/2017
07 February  / Paris St-G v Lille / Match Odds,Lille,Lay,290,0.01,0.01,2/7/2017
07 February  / Paris St-G v Lille / Match Odds,The Draw,Lay,20,0.23,0.23,2/7/2017
07 February  / Paris St-G v Lille / Match Odds,Lille,Lay,36,0.04,0.04,2/7/2017
07 February  / Paris St-G v Lille / Match Odds,Paris St-G,Back,4.6,0.17,0.61,2/7/2017
07 February  / Paris St-G v Lille / Match Odds,The Draw,Lay,1.23,2,2,2/7/2017
07 February  / Roma v Fiorentina / Match Odds,Roma,Lay,1.29,4,-1.16,2/7/2017
07 February  / Roma v Fiorentina / Match Odds,Roma,Lay,1.28,3,-0.84,2/7/2017
07 February  / Roma v Fiorentina / Match Odds,Roma,Lay,1.05,4,-0.2,2/7/2017
08 February  / Alaves v Celta Vigo / Correct Score,0 - 1,Back,8,2,-2,2/8/2017
08 February  / Alaves v Celta Vigo / Half Time,The Draw,Lay,1.16,3,-0.48,2/8/2017
08 February  / Alaves v Celta Vigo / Match Odds,Alaves,Lay,1.15,7,-1.05,2/8/2017
08 February  / Angers v Rennes / Match Odds,The Draw,Lay,1.16,3,-0.48,2/8/2017
08 February  / Bologna v AC Milan / Match Odds,AC Milan,Back,2.26,3,3.78,2/8/2017
08 February  / Bologna v AC Milan / Match Odds,AC Milan,Back,2.2,2,2.4,2/8/2017
08 February  / Bologna v AC Milan / Match Odds,AC Milan,Lay,5.1,2.15,-8.82,2/8/2017
08 February  / Bologna v AC Milan / Match Odds,Bologna,Back,2.16,2,-2,2/8/2017
08 February  / Bologna v AC Milan / Match Odds,Bologna,Back,3.35,2,-2,2/8/2017
08 February  / Marseille v Guingamp / Match Odds,Marseille,Lay,1.22,5,-1.1,2/8/2017
08 February  / Marseille v Guingamp / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.2,3,-3,2/8/2017
08 February  / Marseille v Guingamp / Over/Under 2.5 Goals,Under 2.5 Goals,Back,1.64,2,1.28,2/8/2017
08 February / Leicester v Derby / Half Time,The Draw,Lay,1.15,3,-0.45,2/8/2017
08 February / Leicester v Derby / Match Odds,Leicester,Lay,1.28,4,4,2/8/2017
08 February / Leicester v Derby / Match Odds,Leicester,Back,2.82,2,-2,2/8/2017
08 February / Leicester v Derby / Match Odds,Leicester,Back,3.05,2,-2,2/8/2017
08 February / Leicester v Derby / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.24,3,-3,2/8/2017
08 February / Leicester v Derby / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,1.8,2,2,2/8/2017
08 February / Leicester v Derby / Over/Under 2.5 Goals,Under 2.5 Goals,Back,1.38,2.26,0.86,2/8/2017
10 February  / Espanyol v Sociedad / Match Odds,Sociedad,Lay,1.31,3,-0.93,2/10/2017
11 February  / Arsenal v Hull / Correct Score,1-1,Lay,2.02,2,2,2/11/2017
11 February  / Arsenal v Hull / Correct Score,1-1,Lay,1.5,2,2,2/11/2017
11 February  / Athletic Bilbao v Deportivo / Match Odds,Deportivo,Lay,2.32,2,2,2/11/2017
11 February  / Athletic Bilbao v Deportivo / Match Odds,Deportivo,Lay,2.06,2,2,2/11/2017
11 February  / Athletic Bilbao v Deportivo / Match Odds,Athletic Bilbao,Lay,2.8,0.74,-1.33,2/11/2017
11 February  / Athletic Bilbao v Deportivo / Match Odds,The Draw,Lay,1.84,1.11,1.11,2/11/2017
11 February  / Athletic Bilbao v Deportivo / Match Odds,Athletic Bilbao,Lay,2.82,2.36,-4.3,2/11/2017
11 February  / Athletic Bilbao v Deportivo / Match Odds,The Draw,Lay,1.85,3.62,3.62,2/11/2017
11 February  / Betis v Valencia / Correct Score,0 - 0,Lay,2.44,2,-2.88,2/11/2017
11 February  / Betis v Valencia / Correct Score,0 - 0,Lay,1.7,2,-1.4,2/11/2017
11 February  / Betis v Valencia / Correct Score,0 - 0,Lay,1.35,2,-0.7,2/11/2017
11 February  / Betis v Valencia / Half Time,The Draw,Lay,1.19,3,-0.57,2/11/2017
11 February  / Guingamp v Lyon / Match Odds,Guingamp,Lay,1.21,5,-1.05,2/11/2017
11 February  / Ingolstadt v Bayern Munich / Half Time,The Draw,Lay,1.2,5,-1,2/11/2017
11 February  / Ingolstadt v Bayern Munich / Match Odds,Bayern Munich,Back,1.72,6,4.32,2/11/2017
11 February  / Ingolstadt v Bayern Munich / Match Odds,Bayern Munich,Back,2.06,2,2.12,2/11/2017
11 February  / Ingolstadt v Bayern Munich / Match Odds,Bayern Munich,Back,3.9,2,5.8,2/11/2017
11 February  / Ingolstadt v Bayern Munich / Match Odds,Bayern Munich,Lay,1.05,20.98,-1.05,2/11/2017
11 February  / Ingolstadt v Bayern Munich / Match Odds,Bayern Munich,Lay,1.04,0.2,-0.01,2/11/2017
11 February  / Lille v Angers / Match Odds,Angers,Lay,1.37,3,-1.11,2/11/2017
11 February  / Lille v Angers / Match Odds,Angers,Lay,1.28,3,-0.84,2/11/2017
11 February  / Liverpool v Tottenham / Match Odds,Liverpool,Lay,1.16,13,-2.08,2/11/2017
11 February  / Liverpool v Tottenham / Match Odds,Liverpool,Lay,1.06,2,-0.12,2/11/2017
11 February  / Middlesbrough v Everton / Match Odds,Everton,Back,4.3,2,-2,2/11/2017
11 February  / Middlesbrough v Everton / Match Odds,The Draw,Lay,1.2,2,-0.4,2/11/2017
11 February  / Osasuna v Real Madrid / Match Odds,Real Madrid,Back,1.51,6,3.06,2/11/2017
11 February  / Osasuna v Real Madrid / Match Odds,Real Madrid,Back,1.78,2,1.56,2/11/2017
11 February  / Osasuna v Real Madrid / Match Odds,Real Madrid,Lay,1.14,3.04,-0.43,2/11/2017
11 February  / Osasuna v Real Madrid / Match Odds,Real Madrid,Lay,1.14,8,-1.12,2/11/2017
11 February  / RB Leipzig v Hamburg / Match Odds,Hamburg,Lay,1.46,5,-2.3,2/11/2017
11 February  / SV Darmstadt v Dortmund / Half Time,SV Darmstadt,Lay,1.24,5,5,2/11/2017
11 February  / SV Darmstadt v Dortmund / Half Time,The Draw,Lay,1.05,1.77,-0.09,2/11/2017
11 February  / SV Darmstadt v Dortmund / Half Time,The Draw,Lay,1.07,4,-0.28,2/11/2017
11 February  / SV Darmstadt v Dortmund / Match Odds,SV Darmstadt,Lay,3.2,3,-6.6,2/11/2017
11 February  / SV Darmstadt v Dortmund / Match Odds,SV Darmstadt,Back,7.2,2,12.4,2/11/2017
11 February  / SV Darmstadt v Dortmund / Match Odds,SV Darmstadt,Lay,8.4,0.55,-4.07,2/11/2017
11 February  / SV Darmstadt v Dortmund / Match Odds,SV Darmstadt,Lay,1.84,2,-1.68,2/11/2017
11 February  / SV Darmstadt v Dortmund / Match Odds,SV Darmstadt,Lay,1.68,2,-1.36,2/11/2017
11 February  / SV Darmstadt v Dortmund / Match Odds,SV Darmstadt,Lay,1.27,3.45,-0.93,2/11/2017
11 February  / West Ham v West Brom / Both teams to Score?,Yes,Back,1.89,9,8.01,2/11/2017
11 February  / West Ham v West Brom / Both teams to Score?,Yes,Lay,1.35,2,-0.7,2/11/2017
12 February  / Atletico Madrid v Celta Vigo / Match Odds,Atletico Madrid,Back,3.05,2,4.1,2/12/2017
12 February  / Atletico Madrid v Celta Vigo / Match Odds,Atletico Madrid,Lay,1.07,5.59,-0.39,2/12/2017
12 February  / Burnley v Chelsea / Half Time,Chelsea,Back,3.3,2,-2,2/12/2017
12 February  / Burnley v Chelsea / Match Odds,Chelsea,Back,1.5,4,-4,2/12/2017
12 February  / Burnley v Chelsea / Match Odds,Chelsea,Lay,1.16,4.04,4.04,2/12/2017
12 February  / Burnley v Chelsea / Match Odds,Chelsea,Back,1.86,10,-10,2/12/2017
12 February  / Burnley v Chelsea / Match Odds,Chelsea,Back,2.74,2,-2,2/12/2017
12 February  / Burnley v Chelsea / Match Odds,The Draw,Lay,1.08,6,-0.48,2/12/2017
12 February  / Cagliari v Juventus / Match Odds,Juventus,Back,1.5,2,1,2/12/2017
12 February  / Cagliari v Juventus / Match Odds,Juventus,Back,1.51,4,2.04,2/12/2017
12 February  / Cagliari v Juventus / Match Odds,Juventus,Lay,1.21,5,-1.05,2/12/2017
12 February  / Cagliari v Juventus / Match Odds,Juventus,Lay,1.03,2,-0.06,2/12/2017
12 February  / Crotone v Roma / Half Time,Roma,Lay,1.05,10,-0.5,2/12/2017
12 February  / Crotone v Roma / Half Time/Full Time,Roma/Roma,Back,2.06,2,2.12,2/12/2017
12 February  / Crotone v Roma / Half Time/Full Time,Roma/Roma,Back,4.6,2,7.2,2/12/2017
12 February  / Crotone v Roma / Half Time/Full Time,Roma/Roma,Lay,1.19,6.22,-1.18,2/12/2017
12 February  / Crotone v Roma / Half Time/Full Time,Roma/Roma,Lay,1.19,2,-0.38,2/12/2017
12 February  / Crotone v Roma / Half Time/Full Time,Roma/Roma,Lay,1.18,2,-0.36,2/12/2017
12 February  / Las Palmas v Sevilla / Half Time,The Draw,Lay,1.03,3,-0.09,2/12/2017
12 February  / Las Palmas v Sevilla / Over/Under 1.5 Goals,Over 1.5 Goals,Back,2.02,3,-3,2/12/2017
12 February  / Las Palmas v Sevilla / Over/Under 1.5 Goals,Over 1.5 Goals,Lay,2.64,2.11,2.11,2/12/2017
12 February  / Las Palmas v Sevilla / Over/Under 1.5 Goals,Under 1.5 Goals,Lay,1.38,2,-0.76,2/12/2017
12 February  / Las Palmas v Sevilla / Over/Under 2.5 Goals,Over 2.5 Goals,Back,2.4,3,-3,2/12/2017
12 February  / Las Palmas v Sevilla / Over/Under 2.5 Goals,Over 2.5 Goals,Back,3.55,2,-2,2/12/2017
12 February  / Las Palmas v Sevilla / Over/Under 2.5 Goals,Over 2.5 Goals,Lay,8.2,1.7,1.7,2/12/2017
12 February  / Moreirense v Sporting Lisbon / Half Time,Moreirense,Lay,1.18,5,-0.9,2/12/2017
12 February  / Moreirense v Sporting Lisbon / Half Time,Moreirense,Back,12.5,0.56,6.44,2/12/2017
12 February  / Moreirense v Sporting Lisbon / Half Time,Moreirense,Lay,1.06,1.02,-0.06,2/12/2017
12 February  / Moreirense v Sporting Lisbon / Half Time,Moreirense,Lay,1.02,2,-0.04,2/12/2017
12 February  / Nantes v Marseille / Match Odds,Nantes,Lay,1.28,4,-1.12,2/12/2017
12 February  / Palermo v Atalanta / Correct Score,1-2,Lay,1.97,3,3,2/12/2017
12 February  / Palermo v Atalanta / Correct Score,1-3,Lay,1.16,2,-0.32,2/12/2017
12 February  / PSV v Utrecht / Over/Under 1.5 Goals,Over 1.5 Goals,Back,1.55,2,1.1,2/12/2017
12 February  / PSV v Utrecht / Over/Under 1.5 Goals,Over 1.5 Goals,Lay,1.27,2.42,-0.65,2/12/2017
12 February  / Rennes v Nice / Match Odds,Rennes,Lay,1.2,5,5,2/12/2017
12 February  / Rennes v Nice / Match Odds,Rennes,Back,5.6,0.83,-0.83,2/12/2017
12 February  / Rennes v Nice / Match Odds,Nice,Lay,9,0.14,0.14,2/12/2017
12 February  / Rennes v Nice / Match Odds,The Draw,Lay,1.33,1,-0.33,2/12/2017
12 February  / Sampdoria v Bologna / Correct Score,1-2,Back,7.8,3,-3,2/12/2017
12 February  / Sampdoria v Bologna / Correct Score,2-1,Back,9,3,-3,2/12/2017
12 February  / Sampdoria v Bologna / Correct Score,1-2,Lay,8.6,2.62,2.62,2/12/2017
12 February  / Sampdoria v Bologna / Correct Score,2-1,Lay,8.4,3.1,3.1,2/12/2017
12 February  / Sampdoria v Bologna / Correct Score,2-1,Lay,1.65,0.57,0.57,2/12/2017
12 February  / Sampdoria v Bologna / Match Odds,Bologna,Lay,1.82,3,3,2/12/2017
12 February  / Sampdoria v Bologna / Match Odds,Bologna,Lay,1.84,2,2,2/12/2017
12 February  / Sampdoria v Bologna / Match Odds,Bologna,Back,8.4,0.23,-0.23,2/12/2017
12 February  / Sampdoria v Bologna / Match Odds,Bologna,Back,9,0.81,-0.81,2/12/2017
12 February  / Sampdoria v Bologna / Odd or Even,Even,Back,1.91,20,18.2,2/12/2017
12 February  / Sampdoria v Bologna / Odd or Even,Even,Lay,2.08,0.17,-0.18,2/12/2017
12 February  / Sampdoria v Bologna / Odd or Even,Even,Lay,2.08,18.19,-19.65,2/12/2017
